Chrom	Start	End	Length	Treatment.cnt	Control.cnt	Event	logFC	pval	padj	winSta	winEnd	winFC	winP	winQ
chr9	43551501	43552700	1200	171.83;199.08;229.38	154.50;139.19;142.04	Up	0.46	0.000357249566578541	0.00740568696123624	43551701	43552700	0.51	5.50979542948785e-05	0.00110832786351883
chr9	43892901	43893900	1000	147.91;157.41;152.48	126.53;112.39;128.56	Up	0.32	7.27006761484683e-07	7.58467658618957e-05	43892901	43893900	0.32	7.27006761484683e-07	3.33826674580628e-05
chr9	44411101	44412100	1000	13.05;4.63;5.21	25.97;26.80;19.78	Down	-1.66	1.69932515537513e-05	0.000680025596959683	44411101	44412100	-1.66	1.69932515537513e-05	0.00043419277782435
chr9	44412901	44414000	1100	181.62;208.34;196.80	165.15;152.59;150.13	Up	0.33	1.87919903705644e-07	2.79973617686345e-05	44412901	44413900	0.33	1.26084111530583e-06	5.1399131214308e-05
chr9	44516001	44517500	1500	33.71;50.93;56.04	21.31;22.33;26.07	Up	1.01	6.97387793197032e-06	0.000356597624921416	44516501	44517500	1.47	1.27625330641115e-06	5.17219759735196e-05
chr9	44688601	44690000	1400	176.18;263.90;203.31	156.50;142.17;160.02	Up	0.49	5.92841347405711e-06	0.000318355853005563	44688901	44689900	0.57	2.09742895014823e-06	7.72189442286573e-05
chr9	45714601	45715600	1000	188.15;186.74;194.19	205.11;192.78;220.25	Down	-0.12	4.51524102426025e-05	0.0013620703040263	45714601	45715600	-0.12	4.51524102426025e-05	0.00094737716688354
chr9	45762501	45763600	1100	187.06;209.89;183.76	177.81;165.24;176.20	Up	0.16	0.376985529073329	1	45762601	45763600	0.21	6.81676476084385e-08	6.29328666691031e-06
chr9	50410701	50411700	1000	61.99;24.69;45.61	77.25;80.39;88.10	Down	-0.89	7.51658753037721e-06	0.000373778115534861	50410701	50411700	-0.89	7.51658753037721e-06	0.000223951698836299
chr9	50467001	50468200	1200	210.98;191.37;212.43	170.48;184.59;182.50	Up	0.19	0.0134348683584873	0.25513313969364	50467201	50468200	0.21	3.69130851686456e-09	1.69401067464637e-06
chr9	50575201	50576400	1200	75.04;35.50;33.89	83.24;84.11;88.10	Down	-0.82	1.49111685912187e-05	0.000619449128095382	50575401	50576400	-0.81	1.86029310978563e-05	0.000467428871810873
chr9	51855901	51857200	1300	191.41;310.20;273.69	165.82;188.32;193.28	Up	0.50	1.79506956276215e-06	0.000136908217415163	51856201	51857200	0.49	2.9234745209481e-06	0.00010209482943392
chr9	54348401	54350100	1700	202.28;226.86;213.74	169.81;149.61;167.21	Up	0.40	3.16626420403173e-08	8.09324268336438e-06	54348501	54349500	0.41	5.22737918712732e-08	5.21705038969734e-06
chr9	54996901	54998100	1200	183.80;256.18;229.38	157.83;150.35;177.10	Up	0.46	0.000482725320770872	0.00989288339222562	54997001	54998000	0.52	3.86844373083216e-05	0.000838335944725251
chr9	56995501	56996500	1000	83.74;37.04;69.07	94.56;102.72;107.88	Down	-0.68	7.79757482595363e-05	0.00191553946703053	56995501	56996500	-0.68	7.79757482595363e-05	0.00144436473229583
chr9	57368901	57370100	1200	209.90;214.52;195.49	177.14;191.29;167.21	Up	0.21	0.0106882784446049	0.203347320449539	57368901	57369900	0.25	4.92917592176011e-09	1.79662664011775e-06
chr9	57787901	57789000	1100	199.02;189.82;203.31	175.14;177.15;156.43	Up	0.22	0.327443509348797	1	57787901	57788900	0.24	3.50699500416312e-08	4.05733852185553e-06
chr9	58402501	58403500	1000	160.96;222.23;153.79	129.86;128.02;134.85	Up	0.45	7.15694987852482e-05	0.00181487586121531	58402501	58403500	0.45	7.15694987852482e-05	0.00134861942706434
chr9	58670701	58672200	1500	164.22;219.15;155.09	115.21;119.09;127.66	Up	0.57	1.70336317010106e-06	0.000132534226273874	58670701	58671700	0.54	1.30415570450788e-05	0.000349388880784654
chr9	58883801	58885100	1300	210.98;250.01;226.77	165.15;165.99;188.79	Up	0.40	4.31331261051635e-05	0.00131359398310563	58884001	58885000	0.49	4.19438177789239e-07	2.37002598194744e-05
chr9	59333801	59334800	1000	166.39;191.37;174.64	163.16;171.94;162.72	Up	0.10	1.49903858915482e-07	2.4168739639691e-05	59333801	59334800	0.10	1.49903858915482e-07	1.12118521433223e-05
chr9	59505801	59506800	1000	7.61;10.80;10.43	25.97;23.82;21.58	Down	-1.31	7.96042418624113e-05	0.00193148710571608	59505801	59506800	-1.31	7.96042418624113e-05	0.00146145766376656
chr9	59598501	59599800	1300	196.85;209.89;228.07	195.79;192.04;180.70	Up	0.16	6.9439398928021e-05	0.00178549473422328	59598501	59599500	0.22	9.80835174096472e-09	2.15868515117684e-06
chr9	60560501	60561500	1000	175.09;174.39;200.71	163.16;160.03;160.92	Up	0.18	1.80856914310808e-07	2.73384367770987e-05	60560501	60561500	0.18	1.80856914310808e-07	1.29597433856835e-05
chr9	62384201	62385300	1100	135.94;200.63;182.46	123.20;107.93;112.37	Up	0.60	2.21522044181149e-06	0.000157106164826966	62384301	62385300	0.67	5.1716144404662e-07	2.68418454755926e-05
chr9	62656901	62657900	1000	7.61;6.17;6.52	20.64;18.61;18.88	Down	-1.52	7.13918081086294e-05	0.00181302637403506	62656901	62657900	-1.52	7.13918081086294e-05	0.00134649631522915
chr9	62827901	62829100	1200	171.83;246.92;212.43	147.17;140.68;160.02	Up	0.49	1.54023083310521e-05	0.000636961573726195	62828001	62829000	0.55	5.28434102749866e-06	0.000168229697676356
chr9	63246101	63247100	1000	179.44;191.37;177.25	164.49;171.20;153.73	Up	0.16	8.61915981478075e-08	1.63756128994766e-05	63246101	63247100	0.16	8.61915981478075e-08	7.30037548483823e-06
chr9	63604701	63605800	1100	160.96;231.49;192.89	134.52;129.51;137.55	Up	0.54	6.74979577591914e-06	0.000348738824209619	63604701	63605700	0.57	3.5354345906872e-06	0.000120231338346798
chr9	64021601	64022600	1000	10.88;7.72;3.91	25.31;20.10;20.68	Down	-1.55	2.06222373065477e-05	0.000788031864273248	64021601	64022600	-1.55	2.06222373065477e-05	0.000510595661011477
chr9	64988301	64989400	1100	83.74;123.46;96.44	65.93;72.94;62.03	Up	0.60	0.000136740518610507	0.00296519308890576	64988401	64989400	0.63	7.05393023097991e-05	0.00133467191551725
chr9	65062501	65063500	1000	137.03;148.15;156.39	110.55;125.05;121.36	Up	0.31	4.15956759434229e-05	0.00128856372941263	65062501	65063500	0.31	4.15956759434229e-05	0.000888504232194269
chr9	65674701	65676100	1400	141.38;202.17;178.55	132.52;130.26;139.34	Up	0.38	0.0102294919568921	0.194797746147383	65675101	65676100	0.58	6.77618432683884e-05	0.00129522518514318
chr9	66438801	66440000	1200	23.93;12.35;15.64	39.29;39.45;41.35	Down	-1.21	8.6942621486416e-06	0.000416781191750507	66439001	66440000	-1.18	1.71790327203165e-05	0.000437725250192288
chr9	69137101	69138600	1500	196.85;189.82;207.22	150.50;124.30;140.24	Up	0.52	1.65863388683904e-05	0.000666964061408733	69137401	69138400	0.57	1.04574580834892e-08	2.16183631603539e-06
chr9	70527001	70528000	1000	176.18;200.63;190.28	160.49;150.35;164.52	Up	0.25	3.2863759158704e-07	4.22132577202699e-05	70527001	70528000	0.25	3.2863759158704e-07	2.00759760595162e-05
chr9	71958301	71960000	1700	264.27;331.80;293.24	215.76;224.04;230.14	Up	0.41	0.000263453683801571	0.005538946535885	71958301	71959300	0.49	2.70812429152523e-08	3.54952822488582e-06
chr9	75163501	75164700	1200	21.75;10.80;15.64	34.63;35.73;38.66	Down	-1.18	4.97235810726009e-05	0.00145133987375968	75163701	75164700	-1.44	9.26984172173019e-06	0.000264056605523123
chr9	75256601	75258100	1500	222.95;246.92;217.65	181.14;209.16;193.28	Up	0.24	3.43907557904823e-07	4.3211537435182e-05	75257101	75258100	0.36	1.71978560266084e-08	2.65783880936592e-06
chr9	75473101	75474300	1200	204.46;214.52;211.13	189.13;196.50;170.81	Up	0.18	0.000710956932673198	0.0143221859131608	75473301	75474300	0.21	5.15793902939369e-09	1.79662664011775e-06
chr9	77601601	77602900	1300	147.91;162.04;151.18	115.21;121.33;128.56	Up	0.34	1.20462190809122e-06	0.000107066588389104	77601901	77602900	0.34	2.88704879809306e-06	0.000101163948493586
chr9	82867601	82869300	1700	183.80;285.51;217.65	157.16;144.40;160.92	Up	0.57	7.66874030016357e-07	7.88148599881327e-05	82867901	82868900	0.66	1.1256332197322e-06	4.66681448397078e-05
chr9	85641501	85642500	1000	15.23;13.89;13.03	33.30;32.01;28.77	Down	-1.16	6.8614357123385e-05	0.00177312438871413	85641501	85642500	-1.16	6.8614357123385e-05	0.00130861804563018
chr9	86360401	86361800	1400	165.31;168.22;147.27	135.19;133.24;130.35	Up	0.27	0.143371401867194	1	86360601	86361600	0.34	1.91286500749629e-07	1.35430842530737e-05
chr9	86774701	86775900	1200	194.67;273.16;213.74	167.15;165.99;159.12	Up	0.47	5.59997146033371e-05	0.00156958820730009	86774701	86775700	0.56	1.15775119597321e-06	4.774194481942e-05
chr9	88376001	88377300	1300	184.88;266.99;221.56	170.48;156.31;162.72	Up	0.46	9.31840336264547e-05	0.00211016747115391	88376001	88377000	0.48	2.95524922336145e-05	0.000685717155928204
chr9	88443701	88444700	1000	21.75;18.52;22.16	47.95;43.17;37.76	Down	-1.05	3.77252195111036e-05	0.00120340859981498	88443701	88444700	-1.05	3.77252195111036e-05	0.000824539916470125
chr9	90007801	90008800	1000	66.34;20.06;53.43	79.91;75.92;83.61	Down	-0.78	9.57428357072959e-05	0.00214234293318465	90007801	90008800	-0.78	9.57428357072959e-05	0.00167886400056087
chr9	92436701	92438000	1300	122.89;200.63;149.88	121.87;100.48;111.48	Up	0.50	9.26842537027065e-05	0.00210460330036113	92436901	92437900	0.61	3.21025924146283e-06	0.00011070983951949
chr9	94437701	94439100	1400	233.82;274.70;245.02	190.46;183.85;200.48	Up	0.39	1.37785413077917e-06	0.000117423790923069	94437701	94438700	0.34	8.80934115341863e-07	3.86919715686419e-05
chr9	95305801	95306900	1100	163.13;182.11;159.00	129.19;131.75;133.05	Up	0.36	0.0185374905605145	0.350267237242422	95305901	95306900	0.42	1.37637583843215e-07	1.04984778040852e-05
chr9	95459401	95460700	1300	200.11;254.64;188.98	152.50;171.20;182.50	Up	0.35	0.0316927518382094	0.594766830826895	95459601	95460600	0.53	2.92221447881279e-06	0.00010209482943392
chr9	96530401	96532400	2000	218.60;311.74;269.78	169.15;172.68;190.59	Up	0.59	1.84212726209491e-06	0.000137969668971875	96530701	96531700	0.74	3.19736563201432e-07	1.98246242135882e-05
chr9	96631901	96633000	1100	38.06;7.72;18.25	55.94;52.10;44.05	Down	-1.25	3.73897226842203e-05	0.00119491322078321	96631901	96632900	-1.27	3.60537509860139e-06	0.000121999530910026
chr9	96633201	96634200	1000	17.40;10.80;5.21	33.30;26.05;26.07	Down	-1.35	7.35861056063818e-05	0.00183712436528338	96633201	96634200	-1.35	7.35861056063818e-05	0.00137473582408891
chr9	99335001	99336500	1500	106.58;41.67;75.59	123.20;120.58;123.16	Down	-0.71	5.07946215590915e-06	0.000285456124251621	99335201	99336200	-0.98	2.7014889080179e-06	9.56327073438338e-05
chr9	100543801	100545000	1200	140.29;219.15;162.91	121.87;125.79;140.24	Up	0.43	0.000276862467888106	0.00580318304402306	100543901	100544900	0.50	1.61668834017894e-05	0.000418761711529278
chr9	100978801	100980600	1800	78.30;54.01;48.22	123.20;123.56;106.98	Down	-0.97	9.0025496000506e-09	3.94045797514087e-06	100979501	100980500	-1.17	1.86334760816779e-07	1.32605036486415e-05
chr9	101153101	101154400	1300	164.22;179.02;172.03	137.85;151.10;133.95	Up	0.29	0.198172038014019	1	101153401	101154400	0.36	1.17048093806057e-06	4.81419855934385e-05
chr9	103013901	103015000	1100	204.46;317.92;239.80	200.45;171.94;175.30	Up	0.48	4.82175580671763e-05	0.00141837700285959	103013901	103014900	0.48	5.15260303893885e-05	0.00104921589315029
chr9	103103301	103104700	1400	83.74;58.64;63.86	115.21;102.72;101.59	Down	-0.63	0.000469784891237634	0.00963722170642908	103103501	103104500	-0.65	1.21034047256778e-09	9.17005431070285e-07
chr9	103266901	103268300	1400	200.11;296.31;267.17	193.12;189.06;184.29	Up	0.43	3.71209364754686e-05	0.00119091785200694	103267101	103268100	0.48	2.6598532208179e-06	9.44818187820203e-05
chr9	104165401	104166400	1000	25.01;15.43;13.03	35.96;40.19;38.66	Down	-1.10	9.70850335558252e-05	0.00217120298046175	104165401	104166400	-1.10	9.70850335558252e-05	0.00170167918739533
chr9	104310201	104311300	1100	14.14;6.17;14.34	32.63;31.26;34.16	Down	-1.50	1.02048601808893e-06	9.58334920295559e-05	104310201	104311200	-1.50	3.57804970309313e-06	0.000121173886020205
chr9	106270201	106271300	1100	119.63;175.93;165.52	91.23;113.14;103.38	Up	0.58	1.89440634518318e-05	0.000738966322686381	106270301	106271300	0.59	5.68814887078322e-06	0.000178749430902959
chr9	106788101	106789900	1800	221.86;308.66;260.66	187.79;182.36;193.28	Up	0.49	5.05321979148022e-06	0.000284934765942356	106788401	106789400	0.57	6.86176449626537e-07	3.19326474052044e-05
chr9	107301501	107302500	1000	98.97;114.20;108.17	61.27;71.46;76.41	Up	0.62	3.49261810892463e-05	0.00114088609660317	107301501	107302500	0.62	3.49261810892463e-05	0.000773154766624481
chr9	107443801	107444800	1000	116.37;58.64;79.50	134.52;133.24;120.47	Down	-0.61	5.41173907945879e-05	0.00153733476812774	107443801	107444800	-0.61	5.41173907945879e-05	0.00109284938660665
chr9	107774301	107775600	1300	170.74;200.63;196.80	157.16;166.73;169.91	Up	0.20	9.26722096705788e-08	1.72460118841311e-05	107774301	107775300	0.29	3.08224743672165e-05	0.000702203104148171
chr9	107903701	107904700	1000	39.15;12.35;37.80	54.61;58.80;58.43	Down	-0.94	6.83308075033682e-05	0.00176986916333115	107903701	107904700	-0.94	6.83308075033682e-05	0.00130480653996058
chr9	107905001	107906000	1000	182.71;196.00;218.95	162.49;179.38;168.11	Up	0.23	5.97130959430017e-09	3.58291745051613e-06	107905001	107906000	0.23	5.97130959430017e-09	1.88793664715057e-06
chr9	108165401	108166500	1100	176.18;236.12;213.74	146.51;136.96;159.12	Up	0.50	2.75125056315588e-05	0.000970624325594465	108165401	108166400	0.52	3.79668828297506e-05	0.000828073908921859
chr9	108686701	108688100	1400	23.93;6.17;13.03	40.62;37.22;38.66	Down	-1.43	1.82295370915885e-06	0.00013727835768353	108686901	108687900	-1.95	4.81447912613168e-07	2.57223886593095e-05
chr9	109833901	109835200	1300	168.57;183.65;182.46	135.85;151.84;148.33	Up	0.29	0.0600835741244098	1	109833901	109834900	0.43	9.010215435069e-08	7.56967754340138e-06
chr9	110019201	110020700	1500	247.96;239.21;246.32	234.41;235.21;227.45	Up	0.07	0.400137644775797	1	110019201	110020200	0.16	1.575871573376e-08	2.59384896781649e-06
chr9	110434201	110435800	1600	268.62;344.15;297.15	231.08;226.28;223.85	Up	0.42	0.000100897566876282	0.00222522653082101	110434201	110435200	0.41	7.09587093246119e-08	6.44626042798177e-06
chr9	111214001	111215400	1400	199.02;214.52;218.95	165.15;138.45;162.72	Up	0.44	0.000125181269968329	0.00273169538437738	111214001	111215000	0.44	4.41067944136653e-08	4.62873580025671e-06
chr9	111343701	111345100	1400	66.34;18.52;32.58	87.90;72.20;71.92	Down	-0.98	0.000493089904931308	0.0100903150604965	111343701	111344700	-0.98	1.63267659224141e-05	0.000422111105477247
chr9	113702301	113703300	1000	33.71;15.43;23.46	55.94;63.27;48.55	Down	-1.21	7.51220485292877e-05	0.00186200179891444	113702301	113703300	-1.21	7.51220485292877e-05	0.00139712842657658
chr9	113934501	113935500	1000	40.24;10.80;16.94	50.61;46.89;41.35	Down	-1.03	9.14587488928952e-05	0.00209515401639709	113934501	113935500	-1.03	9.14587488928952e-05	0.00162228627907749
chr9	116083901	116084900	1000	84.83;106.49;95.14	62.60;52.85;68.32	Up	0.64	9.43253179984578e-05	0.00213097679651517	116083901	116084900	0.64	9.43253179984578e-05	0.0016610399748555
chr9	118835201	118836200	1000	169.66;223.78;165.52	135.85;112.39;120.47	Up	0.60	9.29056721382312e-06	0.000434798545606922	118835201	118836200	0.60	9.29056721382312e-06	0.000264465094750602
chr9	118836201	118837600	1400	82.65;52.47;70.38	130.52;118.35;124.96	Down	-0.86	1.12329035754844e-10	4.87742149582862e-07	118836401	118837400	-0.95	1.1274077481392e-07	8.90012304407476e-06
chr9	119310901	119312300	1400	210.98;273.16;228.07	177.81;174.92;172.61	Up	0.44	0.000756223428301865	0.0151971188517257	119311001	119312000	0.61	5.83258646530914e-07	2.89657153741216e-05
chr9	119487301	119488400	1100	91.35;87.97;96.44	62.60;50.61;61.13	Up	0.66	2.84215775237497e-05	0.000991714320032574	119487401	119488400	0.67	3.06714277762571e-05	0.000700689021311095
chr9	119803501	119805100	1600	169.66;245.38;157.70	150.50;148.12;128.56	Up	0.42	0.000377055477391285	0.0077928561689582	119803801	119804800	0.62	7.78420006734905e-07	3.52741792548646e-05
chr9	120036701	120037700	1000	134.86;158.96;143.36	127.19;124.30;141.14	Up	0.15	9.84806187362797e-05	0.00218354939337218	120036701	120037700	0.15	9.84806187362797e-05	0.00171597402895214
chr9	120401001	120402200	1200	200.11;254.64;251.53	149.17;160.78;176.20	Up	0.54	6.93658052516813e-06	0.000355500924637826	120401001	120402000	0.48	6.46009835950725e-07	3.06411995449123e-05
chr9	120479501	120481200	1700	135.94;148.15;122.51	158.49;154.08;156.43	Down	-0.21	0.559654483613292	1	120479601	120480600	-0.94	4.63682088403701e-05	0.000969449002398005
chr9	120841901	120843000	1100	106.58;134.27;121.21	82.58;75.92;71.02	Up	0.66	2.38143041074962e-05	0.000873641140411227	120842001	120843000	0.66	2.71576754032351e-05	0.000638012818974018
chr9	121668301	121670200	1900	281.67;391.99;324.52	243.73;236.70;243.63	Up	0.46	4.60080400995124e-06	0.000265398468640892	121668401	121669400	0.53	2.37502662290106e-10	3.78341741028139e-07
chr9	123022201	123023200	1000	123.98;91.05;102.96	125.86;136.21;142.04	Down	-0.35	1.13929810037238e-07	1.96614369671763e-05	123022201	123023200	-0.35	1.13929810037238e-07	8.97099785574583e-06
chr9	123169101	123170100	1000	182.71;206.80;209.83	160.49;159.29;166.31	Up	0.30	4.46408637095576e-08	1.02151121166987e-05	123169101	123170100	0.30	4.46408637095576e-08	4.64262251546669e-06
chr9	123437701	123438700	1000	43.50;15.43;23.46	51.94;57.31;52.14	Down	-0.97	7.08132717120784e-05	0.00180711280823836	123437701	123438700	-0.97	7.08132717120784e-05	0.00133924387569446
chr10	4795601	4797100	1500	115.28;89.51;104.26	151.83;161.52;144.74	Down	-0.57	1.2466317708667e-05	0.000539529725034034	4795601	4796600	-0.56	3.38902763786724e-08	3.9590537802063e-06
chr10	4977901	4979400	1500	27.19;15.43;11.73	45.28;43.17;47.65	Down	-1.32	1.7442299190602e-06	0.000134030639680214	4978301	4979300	-1.51	2.95561753084022e-07	1.86042198924529e-05
chr10	5957001	5958300	1300	78.30;24.69;46.92	93.23;87.09;86.30	Down	-0.83	7.36726330545273e-06	0.000368968937829796	5957201	5958200	-1.06	9.92384584937943e-07	4.21997789927718e-05
chr10	5958201	5959600	1400	255.57;293.22;265.87	185.80;206.18;207.67	Up	0.44	3.90778440467694e-06	0.000236281189011547	5958301	5959300	0.48	3.5673765101838e-08	4.10426667496646e-06
chr10	7400501	7402100	1600	242.52;310.20;299.75	199.78;223.30;213.06	Up	0.42	0.000340125215071693	0.00707194084228884	7400801	7401800	0.50	2.1174352268928e-06	7.78862630794368e-05
chr10	7674901	7676300	1400	145.73;259.27;208.53	149.17;133.98;143.84	Up	0.52	2.92080063378148e-06	0.000191717465372364	7675201	7676200	0.61	1.03349182976204e-06	4.36342146840817e-05
chr10	11000301	11001400	1100	192.50;205.26;194.19	163.82;173.43;183.40	Up	0.19	0.255722800960423	1	11000301	11001300	0.19	9.82388999942006e-09	2.15868515117684e-06
chr10	13588301	13589300	1000	139.21;126.55;106.87	154.50;138.45;148.33	Down	-0.24	5.97958065342534e-05	0.00162828580870198	13588301	13589300	-0.24	5.97958065342534e-05	0.001179344150017
chr10	17442701	17443700	1000	196.85;202.17;198.10	167.15;181.62;156.43	Up	0.24	6.8517292839146e-09	3.81437876089354e-06	17442701	17443700	0.24	6.8517292839146e-09	1.94138144699269e-06
chr10	17775101	17776100	1000	145.73;226.86;209.83	123.20;133.98;149.23	Up	0.52	5.78989068922588e-05	0.00159445274312738	17775101	17776100	0.52	5.78989068922588e-05	0.00114739565821224
chr10	18038201	18039200	1000	110.93;128.09;108.17	88.57;78.15;82.71	Up	0.48	4.70193368742319e-06	0.00026972948679459	18038201	18039200	0.48	4.70193368742319e-06	0.000152501714538523
chr10	19653201	19655200	2000	290.37;307.11;301.06	223.76;249.35;226.55	Up	0.36	4.43199253329506e-08	1.02151121166987e-05	19653701	19654700	0.54	1.86839610372508e-09	1.13801808564832e-06
chr10	19868101	19869400	1300	163.13;231.49;183.76	135.85;143.66;119.57	Up	0.54	0.000131185157099227	0.00285219256521564	19868301	19869300	0.61	2.08321593752245e-06	7.68322686556586e-05
chr10	19890901	19892700	1800	53.29;23.15;45.61	71.92;83.36;80.91	Down	-0.95	9.18583284946527e-06	0.000431848836503011	19891201	19892200	-1.13	4.84879370022277e-06	0.000156529491407503
chr10	20442401	20443400	1000	13.05;6.17;6.52	29.30;29.77;23.37	Down	-1.68	6.14734279583469e-07	6.64779749132849e-05	20442401	20443400	-1.68	6.14734279583469e-07	2.98488445390248e-05
chr10	21603701	21604700	1000	18.49;9.26;14.34	32.63;33.49;32.36	Down	-1.23	3.80195919043813e-05	0.00120573924769959	21603701	21604700	-1.23	3.80195919043813e-05	0.000828787082892455
chr10	23505601	23506700	1100	46.76;13.89;27.37	57.27;50.61;62.03	Down	-0.95	0.000106266002877952	0.00233615992951115	23505701	23506700	-1.00	4.17747015085928e-05	0.000890941026733202
chr10	25079101	25080500	1400	162.04;222.23;224.16	161.16;141.42;150.13	Up	0.43	0.00063977539453453	0.0129385826615387	25079101	25080100	0.59	3.93351538823874e-06	0.00013127988746984
chr10	28867801	28868800	1000	64.17;27.78;44.31	84.57;70.71;80.91	Down	-0.79	7.43939966706561e-05	0.00185394290142612	28867801	28868800	-0.79	7.43939966706561e-05	0.00138795184782442
chr10	31328201	31329600	1400	265.36;294.77;298.45	217.76;230.00;227.45	Up	0.35	6.04354552375545e-07	6.58714653955008e-05	31328601	31329600	0.43	1.86056738660127e-08	2.80068366253874e-06
chr10	33342501	33343500	1000	10.88;15.43;9.12	27.30;29.77;23.37	Down	-1.18	9.47308309902932e-05	0.00213400383509828	33342501	33343500	-1.18	9.47308309902932e-05	0.00166534870880983
chr10	34002601	34003800	1200	58.73;21.61;44.31	75.25;75.18;73.72	Down	-0.85	2.87477468735661e-05	0.00100225099327387	34002601	34003600	-0.85	2.98597693224789e-05	0.000691297890328916
chr10	34017401	34018400	1000	121.81;92.60;100.35	133.85;131.75;134.85	Down	-0.35	5.45546027824933e-08	1.15282782553332e-05	34017401	34018400	-0.35	5.45546027824933e-08	5.3426084509789e-06
chr10	36855601	36856900	1300	129.42;189.82;143.36	103.89;114.63;123.16	Up	0.44	0.00095278745754485	0.0189723802483618	36855701	36856700	0.64	2.54431137987822e-06	9.08450764929278e-05
chr10	40021001	40022000	1000	141.38;196.00;140.75	105.88;122.81;104.28	Up	0.52	5.99605874960293e-05	0.00163108263648602	40021001	40022000	0.52	5.99605874960293e-05	0.00118203122937199
chr10	40068801	40070200	1400	208.81;214.52;215.04	195.79;193.53;202.27	Up	0.11	0.465914798555943	1	40069001	40070000	0.18	2.16658790066093e-08	3.08370232541493e-06
chr10	40603201	40604600	1400	220.77;290.14;215.04	169.81;202.46;190.59	Up	0.37	0.0234478885126471	0.442041259179252	40603201	40604200	0.50	2.23378585475301e-05	0.000543270361316266
chr10	41169101	41170100	1000	23.93;18.52;14.34	39.29;42.43;36.86	Down	-1.06	5.36996936407696e-05	0.00152861437196797	41169101	41170100	-1.06	5.36996936407696e-05	0.00108600288633467
chr10	41239901	41240900	1000	11.96;7.72;5.21	23.97;23.07;22.47	Down	-1.48	3.03791015992709e-05	0.00104750325085185	41239901	41240900	-1.48	3.03791015992709e-05	0.000697086775644655
chr10	41528601	41529600	1000	33.71;7.72;11.73	39.29;42.43;41.35	Down	-1.21	6.12308527381839e-05	0.00165108037676439	41528601	41529600	-1.21	6.12308527381839e-05	0.00120249381636325
chr10	41529501	41530700	1200	194.67;185.19;182.46	173.14;172.68;181.60	Up	0.09	0.851621929906541	1	41529601	41530600	0.14	8.33810028891147e-08	7.15901714576888e-06
chr10	41993401	41994400	1000	36.98;13.89;22.16	45.95;52.85;54.84	Down	-1.07	2.18393733288672e-05	0.000820410831500791	41993401	41994400	-1.07	2.18393733288672e-05	0.00053355728015647
chr10	42221701	42222700	1000	169.66;186.74;183.76	165.82;160.78;159.12	Up	0.15	4.25396263227126e-07	5.03401783724031e-05	42221701	42222700	0.15	4.25396263227126e-07	2.39389435194852e-05
chr10	43198001	43200100	2100	231.65;308.66;299.75	176.47;165.24;195.98	Up	0.64	1.7402875497612e-06	0.000134030639680214	43198301	43199300	0.84	2.27103995530031e-07	1.53195330404932e-05
chr10	44786301	44788000	1700	202.28;219.15;203.31	157.16;174.17;173.51	Up	0.31	1.51877417104888e-08	5.24204905137522e-06	44787001	44788000	0.49	1.52470879814808e-07	1.13375922803765e-05
chr10	49506201	49507300	1100	8.70;3.09;3.91	18.65;18.61;18.88	Down	-1.84	1.45363647128698e-05	0.000608148640078424	49506201	49507200	-1.84	1.45363647128698e-05	0.00038202230563302
chr10	51747401	51748400	1000	21.75;20.06;24.76	11.99;7.44;9.89	Up	1.18	7.61280974188648e-05	0.00187906647133167	51747401	51748400	1.18	7.61280974188648e-05	0.00141393432237423
chr10	57908601	57909600	1000	34.80;15.43;13.03	49.95;48.38;39.56	Down	-1.12	8.83224530381567e-05	0.00204662420001854	57908601	57909600	-1.12	8.83224530381567e-05	0.00157882579194405
chr10	58683901	58685200	1300	225.12;245.38;246.32	213.77;200.22;205.87	Up	0.21	0.556172860946852	1	58683901	58684900	0.25	7.34972899699183e-09	2.00270444471979e-06
chr10	58786601	58787600	1000	29.36;15.43;33.89	56.60;53.59;46.75	Down	-1.00	4.74342886296199e-05	0.00139974939846543	58786601	58787600	-1.00	4.74342886296199e-05	0.000980355971288222
chr10	59414301	59415300	1000	140.29;111.12;109.48	149.17;163.01;151.93	Down	-0.36	1.81992058242162e-09	1.76278403638295e-06	59414301	59415300	-0.36	1.81992058242162e-09	1.13801808564832e-06
chr10	59568901	59570300	1400	261.01;280.88;271.08	211.77;210.65;247.22	Up	0.28	0.388939988751824	1	59568901	59569900	0.33	1.14582384617063e-08	2.21765103087361e-06
chr10	59741401	59742400	1000	44.59;18.52;31.28	65.26;53.59;62.93	Down	-0.95	7.17475208765754e-05	0.00181487586121531	59741401	59742400	-0.95	7.17475208765754e-05	0.00134941745831624
chr10	60608901	60610100	1200	194.67;180.56;187.67	139.85;136.96;135.75	Up	0.45	5.91959080400059e-05	0.00161620047409424	60608901	60609900	0.51	2.98969647983094e-08	3.77522100004994e-06
chr10	61692501	61693500	1000	11.96;7.72;7.82	28.64;23.07;21.58	Down	-1.41	5.60696259830756e-05	0.00157017699051185	61692501	61693500	-1.41	5.60696259830756e-05	0.00112242231462882
chr10	62253901	62255400	1500	200.11;225.32;215.04	155.16;157.80;184.29	Up	0.37	2.27645315274638e-06	0.000159807011322796	62253901	62254900	0.49	1.42838337352174e-07	1.08353081620006e-05
chr10	62800701	62802400	1700	227.30;243.84;228.07	171.81;156.31;179.80	Up	0.46	1.13915759625124e-08	4.40448527244945e-06	62801201	62802200	0.66	2.43541271607536e-08	3.31808960113188e-06
